localTime,remoteTime,label,ibi,bpm,signalOK
1584780045375,467689,,2382,47,0
1584780046878,469249,,1530,43,0
1584780047875,470229,,942,41,0
1584780048375,470869,,626,41,0
1584780048876,471409,,544,43,0
1584780049375,471749,,326,49,0
1584780049375,472009,,252,56,0
1584780051375,473829,,1776,53,0
1584780052375,474909,1,1066,56,1
1584780052876,475569,1,640,59,0
1584780056837,478789,1,288,208,0
1584780057875,480169,1,1354,152,0
1584780061376,483689,1,570,105,0
1584780061376,484029,1,344,109,0
1584780064875,487309,1,330,181,0
1584780065375,487789,1,466,174,0
1584780066378,488989,1,1172,140,0
1584780069875,492209,1,300,200,0
1584780070375,492749,1,528,186,0
1584780070875,493209,1,440,178,0
1584780071875,494549,1,1326,136,0
1584780077375,499709,1,1482,40,0
1584780078375,500709,1,974,41,1
1584780078877,501569,1,856,43,0
1584780079875,502429,1,836,46,0
1584780080376,503129,1,686,49,0
1584780081375,503949,1,800,51,0
1584780081879,504629,1,670,55,0
1584780082376,505049,1,404,62,0
1584780086875,509309,1,1172,51,0
1584780087876,510189,1,864,52,0
1584780088375,511049,1,848,54,1
1584780089375,511869,1,798,56,1
1584780090375,512709,1,816,57,1
1584780090882,513569,1,844,59,1
1584780091876,514369,1,798,62,1
1584780092876,515229,1,834,64,1
1584780093375,516089,1,854,66,1
1584780094374,516929,1,818,69,1
1584780095376,517808,1,864,72,1
1584780096374,518688,1,862,72,1
1584780096875,519528,1,816,72,1
1584780097875,520388,1,836,71,1
1584780098876,521208,1,808,72,1
1584780099376,522028,1,800,72,1
1584780100375,522868,1,820,72,1
1584780101376,523748,1,862,71,1
1584780101875,524568,1,804,72,1
1584780102875,525328,1,740,73,1
1584780103374,526088,1,752,74,1
1584780104375,526868,1,758,75,1
1584780104874,527628,1,750,75,1
1584780105875,528428,1,774,76,1
1584780106876,529208,1,766,76,1
1584780107375,529988,1,766,77,1
1584780108375,530808,1,794,77,1
1584780108875,531628,1,808,77,1
1584780109875,532428,1,780,78,1
1584780110875,533248,1,810,77,1
1584780111375,534048,1,786,77,1
1584780112376,534868,1,792,76,1
1584780113375,535688,1,808,76,1
1584780113875,536488,1,782,76,1
1584780114874,537308,1,794,75,1
1584780115375,538108,1,796,75,1
1584780116375,538888,1,758,75,1
1584780117375,539668,1,750,76,1
1584780117874,540428,1,748,76,1
1584780118875,541228,1,774,77,1
1584780119375,542008,1,762,77,1
1584780120375,542768,1,758,77,1
1584780120874,543548,1,752,78,1
1584780121876,544248,1,694,79,1
1584780122375,544968,1,708,80,1
1584780123375,545708,1,712,80,1
1584780123875,546408,1,688,81,1
1584780124375,547108,1,690,82,1
1584780125374,547748,1,628,83,1
1584780125875,548488,1,714,84,1
1584780126883,549208,1,706,85,1
1584780127374,549948,1,720,85,1
1584780128376,550748,1,788,85,1
1584780128876,551628,1,856,83,1
1584780129875,552448,1,804,82,1
1584780130876,553348,1,890,80,1
1584780131876,554228,1,860,78,1
1584780132375,555128,1,878,76,1
1584780133375,556028,1,870,74,1
1584780134375,556868,1,824,73,1
1584780135376,557748,1,860,71,1
1584780135875,558568,1,804,71,1
1584780136875,559408,1,822,70,1
1584780137875,560268,1,836,71,1
1584780138376,561068,1,782,71,1
1584780139375,561888,1,798,72,1
1584780140375,562708,1,810,72,1
1584780140877,563548,1,810,73,1
1584780141875,564348,1,790,73,1
1584780142875,565188,1,806,73,1
1584780143374,566028,1,820,74,1
1584780144374,566828,1,788,74,1
1584780145375,567648,1,800,74,1
1584780145874,568468,1,798,75,1
1584780146875,569268,1,780,75,1
1584780147376,570048,1,766,75,1
1584780148375,570848,1,780,75,1
1584780149374,571648,1,786,75,1
1584780149875,572428,1,766,76,1
1584780150876,573208,1,752,76,1
1584780151374,573988,1,770,77,1
1584780152381,574788,1,782,77,1
1584780152874,575548,1,748,77,1
1584780153875,576348,1,774,77,1
1584780154881,577168,1,800,77,1
1584780155374,577948,1,770,77,1
1584780156376,578728,1,758,77,1
1584780156874,579528,1,786,77,1
1584780157879,580328,1,778,77,1
1584780158375,581088,1,738,77,1
1584780159374,581868,1,762,78,1
1584780160375,582668,1,776,78,1
1584780160875,583428,1,744,78,1
1584780161875,584208,1,756,78,1
1584780162376,585008,1,792,78,1
1584780163375,585828,1,792,78,1
1584780163874,586608,1,760,78,1
1584780164878,587388,1,774,78,1
1584780165877,588188,1,774,78,1
1584780166374,588968,1,770,77,1
1584780167375,589728,1,734,78,1
1584780167876,590508,1,782,78,1
1584780168875,591328,1,792,77,1
1584780169376,592108,1,768,77,1
1584780170375,592928,1,798,77,1
1584780171375,593768,1,816,77,1
1584780171875,594568,1,788,77,1
1584780172879,595388,1,796,76,1
1584780173875,596208,1,800,76,1
1584780174375,597008,1,786,76,1
1584780175376,597788,1,768,76,1
1584780175875,598588,1,778,76,1
1584780176876,599348,1,746,76,1
1584780177375,600088,1,724,76,1
1584780178375,600828,1,720,77,1
1584780178878,601568,1,714,78,1
1584780179874,602308,1,734,79,1
1584780180374,603088,1,760,79,1
1584780181376,603848,1,744,80,1
1584780181875,604628,1,760,80,1
1584780182875,605428,1,780,80,1
1584780183874,606228,1,792,80,1
1584780184376,607028,1,786,79,1
1584780185374,607868,1,812,78,1
1584780186375,608708,1,816,78,1
1584780186875,609508,1,792,77,1
1584780187875,610328,1,806,76,1
1584780188875,611168,1,816,75,1
1584780189377,611968,1,790,75,1
1584780190376,612808,1,812,75,1
1584780191375,613668,1,844,74,1
1584780191875,614488,1,806,74,1
1584780192883,615348,1,834,73,1
1584780193875,616188,1,840,73,1
1584780194376,617028,1,808,73,1
1584780195375,617868,1,816,73,1
1584780196376,618708,1,824,73,1
1584780196874,619568,1,838,73,1
1584780197876,620387,1,820,72,1
1584780198876,621247,1,838,72,1
1584780199375,622107,1,840,72,1
1584780200376,622927,1,802,72,1
1584780201375,623767,1,832,72,1
1584780201876,624627,1,830,72,1
1584780202875,625447,1,814,72,1
1584780203876,626307,1,840,72,1
1584780204874,627167,1,846,72,1
1584780205374,628007,1,818,72,1
1584780206376,628867,1,840,72,1
1584780207376,629727,1,844,72,1
1584780207875,630547,1,816,72,1
1584780208875,631387,1,818,72,1
1584780209875,632247,1,834,72,1
1584780210375,633067,1,802,72,1
1584780211378,633847,1,768,72,1
1584780212375,634667,1,796,73,1
1584780212876,635467,1,796,73,1
1584780213876,636326,1,826,73,1
1584780214874,637186,1,848,73,1
1584780215375,638026,1,824,73,1
1584780216374,638866,1,814,73,1
1584780217374,639686,1,810,73,1
1584780217876,640566,1,860,73,1
1584780218874,641446,1,868,73,1
1584780219872,642346,1,874,72,1
1584780220888,643246,1,882,71,1
1584780221375,644126,1,872,70,1
1584780222376,645006,1,860,70,1
1584780223374,645846,1,814,70,1
1584780224375,646706,1,840,70,1
1584780224875,647566,1,842,70,1
1584780225875,648386,1,804,70,1
1584780226875,649246,1,830,70,1
1584780227375,650126,1,862,70,1
1584780228376,650946,1,804,71,1
1584780229375,651786,1,824,71,1
1584780229875,652586,1,796,72,1
1584780230875,653406,1,796,73,1
1584780231874,654265,1,838,72,1
1584780232374,655085,1,804,73,1
1584780233375,655965,1,848,73,1
1584780234380,656845,1,866,72,1
1584780235372,657705,1,834,72,1
1584780235876,658585,1,878,72,1
1584780236875,659505,1,900,71,1
1584780237874,660365,1,842,71,1
1584780238874,661245,1,842,71,1
1584780239372,662124,1,868,70,1
1584780240371,662984,1,836,70,1
1584780241372,663844,1,848,70,1
1584780242372,664704,1,838,70,1
1584780242871,665563,1,840,70,1
1584780243869,666363,1,794,70,1
1584780244870,667183,1,806,71,1
1584780245394,667963,1,746,72,1
1584780246370,668723,1,758,73,1
1584780246870,669543,1,800,73,1
1584780247869,670363,1,806,74,1
1584780248871,671143,1,762,75,1
