localTime,remoteTime,label,ibi,bpm,signalOK
1584780051614,1237977,,472,136,0
1584780052115,1238477,,488,137,1
1584780052615,1238977,,484,137,1
1584780053114,1239477,,482,137,1
1584780053615,1239977,,492,136,1
1584780054115,1240477,,484,137,1
1584780054115,1240837,,358,141,0
1584780055134,1241477,,618,131,0
1584780055615,1241977,,490,125,0
1584780056114,1242477,,484,123,1
1584780056878,1242977,,488,123,1
1584780057114,1243477,,484,123,1
1584780057614,1243977,,490,123,1
1584780058114,1244477,,492,122,1
1584780058614,1244977,,484,123,1
1584780059115,1245497,,496,122,1
1584780059614,1245977,,478,120,1
1584780060114,1246477,,486,123,1
1584780060614,1246997,,498,122,1
1584780061114,1247477,,478,123,1
1584780061614,1247977,,490,123,1
1584780062114,1248477,,480,123,1
1584780062615,1248977,,496,123,1
1584780063115,1249477,,474,123,1
1584780063616,1249977,,500,123,1
1584780064114,1250477,,470,123,1
1584780064614,1250977,,492,123,1
1584780065116,1251477,,484,123,1
1584780065615,1251977,1,486,123,1
1584780066115,1252477,1,484,123,1
1584780066614,1252977,1,486,123,1
1584780067114,1253477,1,496,123,1
1584780067614,1253977,1,480,123,1
1584780068120,1254477,1,488,123,1
1584780068615,1254977,1,486,123,1
1584780069114,1255477,1,488,123,1
1584780069614,1255977,1,490,123,1
1584780070115,1256477,1,478,123,1
1584780070615,1256977,1,494,123,1
1584780071115,1257477,1,480,123,1
1584780071615,1257977,1,496,123,1
1584780072114,1258477,1,474,123,1
1584780072615,1258977,1,494,123,1
1584780073114,1259477,1,482,123,1
1584780073613,1259977,1,490,123,1
1584780074114,1260457,1,462,123,1
1584780074614,1260977,1,516,123,1
1584780075113,1261497,1,494,122,1
1584780075614,1261977,1,474,123,1
1584780076115,1262477,1,492,123,1
1584780076614,1262977,1,478,123,1
1584780077114,1263477,1,486,123,1
1584780077615,1263977,1,492,123,1
1584780078114,1264477,1,480,123,1
1584780078614,1264977,1,492,123,1
1584780079114,1265477,1,484,122,1
1584780079615,1265977,1,494,123,1
1584780080114,1266477,1,478,123,1
1584780080618,1266997,1,504,122,1
1584780081115,1267477,1,466,123,1
1584780081615,1267977,1,496,123,1
1584780082114,1268477,1,482,123,1
1584780082615,1268977,1,488,123,1
1584780083115,1269477,1,486,123,1
1584780083614,1269977,1,488,123,1
1584780084115,1270477,1,494,123,1
1584780084615,1270977,1,486,123,1
1584780085114,1271497,1,502,122,1
1584780085615,1271977,1,476,123,1
1584780086114,1272477,1,480,123,1
