localTime,remoteTime,label,eda,eda_filtered
1584780023614,1209917,,4095,4095
1584780023614,1210137,,4095,4095
1584780023614,1210357,,4095,4095
1584780024114,1210577,,4095,4095
1584780024114,1210797,,4095,4095
1584780024614,1211017,,4095,4095
1584780024614,1211237,,4095,4095
1584780025115,1211457,,4095,4095
1584780025115,1211677,,4095,4095
1584780025614,1211897,,4095,4095
1584780025614,1212117,,4095,4095
1584780025614,1212337,,4095,4095
1584780026114,1212557,,4095,4095
1584780026114,1212777,,4095,4095
1584780026630,1212997,,4095,4095
1584780026630,1213217,,4095,4095
1584780027114,1213437,,4095,4095
1584780027114,1213657,,4095,4095
1584780027114,1213877,,4095,4095
1584780027616,1214097,,4095,4095
1584780027616,1214317,,4095,4095
1584780028115,1214537,,4095,4095
1584780028115,1214757,,4095,4095
1584780028614,1214977,,4095,4095
1584780028614,1215197,,4095,4095
1584780029115,1215417,,4095,4095
1584780029115,1215637,,4095,4095
1584780029115,1215857,,4095,4095
1584780029617,1216077,,4095,4095
1584780029617,1216297,,4095,4095
1584780030114,1216517,,4095,4095
1584780030114,1216737,,4095,4095
1584780030614,1216957,,4095,4095
1584780030614,1217177,,4095,4095
1584780031114,1217397,,4095,4095
1584780031114,1217617,,4095,4095
1584780031114,1217837,,4095,4095
1584780031614,1218057,,4095,4095
1584780031614,1218277,,4095,4095
1584780032115,1218497,,4095,4095
1584780032115,1218717,,4095,4095
1584780032615,1218937,,4095,4095
1584780032615,1219157,,4095,4095
1584780032615,1219377,,4095,4095
1584780033114,1219597,,4095,4095
1584780033114,1219817,,4095,4095
1584780033613,1220037,,4095,4095
1584780033613,1220257,,4095,4095
1584780034114,1220477,,4095,4095
1584780034114,1220697,,4095,4095
1584780034614,1220917,,4095,4095
1584780034614,1221137,,4095,4095
1584780034614,1221357,,4095,4095
1584780035114,1221577,,4095,4095
1584780035114,1221797,,4095,4095
1584780035615,1222017,,4095,4095
1584780035615,1222237,,4095,4095
1584780036114,1222457,,4095,4095
1584780036114,1222677,,4095,4095
1584780036614,1222897,,4095,4095
1584780036614,1223117,,4095,4095
1584780036614,1223337,,4095,4095
1584780037114,1223557,,4095,4095
1584780037114,1223777,,4095,4095
1584780037614,1223997,,4095,4095
1584780037614,1224217,,4095,4095
1584780038116,1224437,,4095,4095
1584780038116,1224657,,4095,4095
1584780038116,1224877,,4095,4095
1584780038614,1225097,,4095,4095
1584780038614,1225317,,4095,4095
1584780039115,1225537,,4095,4095
1584780039115,1225757,,4095,4095
1584780039615,1225977,,4095,4095
1584780039615,1226197,,4095,4095
1584780040114,1226417,,4095,4095
1584780040114,1226637,,4095,4095
1584780040114,1226857,,4095,4095
1584780040615,1227077,,4095,4095
1584780040615,1227297,,4095,4095
1584780041114,1227517,,4095,4095
1584780041114,1227737,,4095,4095
1584780041615,1227957,,4095,4095
1584780041615,1228177,,4095,4095
1584780042115,1228397,,4095,4095
1584780042115,1228617,,4095,4095
1584780042115,1228837,,4095,4095
1584780042615,1229057,,4095,4095
1584780042615,1229277,,4095,4095
1584780043115,1229497,,4095,4095
1584780043115,1229717,,4095,4095
1584780043614,1229937,,4095,4095
1584780043614,1230157,,4095,4095
1584780043614,1230377,,4095,4095
1584780044115,1230597,,4095,4095
1584780044115,1230817,,4095,4095
1584780044614,1231037,,4095,4095
1584780044614,1231257,,4095,4095
1584780045115,1231477,,4095,4095
1584780045115,1231697,,4095,4095
1584780045614,1231917,,4095,4095
1584780045614,1232137,,4095,4095
1584780045614,1232357,,4095,4095
1584780046114,1232577,,4095,4095
1584780046114,1232797,,4095,4095
1584780046616,1233017,,4095,4095
1584780046616,1233237,,4095,4095
1584780047115,1233457,,4095,4095
1584780047115,1233677,,4095,4095
1584780047614,1233897,,4095,4095
1584780047614,1234117,,4095,4095
1584780047614,1234337,,4095,4095
1584780048115,1234557,,4095,4095
1584780048115,1234777,,4095,4095
1584780048614,1234997,,4095,4095
1584780048614,1235217,,4095,4095
1584780049114,1235437,,4095,4095
1584780049114,1235657,,4095,4095
1584780049114,1235877,,4095,4095
1584780049614,1236097,,4095,4095
1584780049614,1236317,,4095,4095
1584780050115,1236537,,4095,4095
1584780050115,1236757,,4095,4095
1584780050614,1236977,,4095,4095
1584780050614,1237197,,4095,4095
1584780051114,1237417,,4095,4095
1584780051114,1237637,,4095,4095
1584780051114,1237857,,4095,4095
1584780051614,1238077,,4095,4095
1584780051614,1238297,,4095,4095
1584780052115,1238517,,4095,4095
1584780052115,1238737,,4095,4095
1584780052615,1238957,,4095,4095
1584780052615,1239177,,4095,4095
1584780053114,1239397,,4095,4095
1584780053114,1239617,,4095,4095
1584780053114,1239837,,4095,4095
1584780053615,1240057,,4095,4095
1584780053615,1240277,,4095,4095
1584780054115,1240497,,4095,4095
1584780054115,1240717,,4095,4095
1584780054617,1240937,,4095,4095
1584780054617,1241157,,4095,4095
1584780054617,1241377,,4095,4095
1584780055134,1241597,,4095,4095
1584780055134,1241817,,4095,4095
1584780055615,1242037,,4095,4095
1584780055615,1242257,,4095,4095
1584780056114,1242477,,4095,4095
1584780056114,1242697,,4095,4095
1584780056878,1242917,,4095,4095
1584780056878,1243137,,4095,4095
1584780056878,1243357,,4095,4095
1584780057114,1243577,,4095,4095
1584780057114,1243797,,4095,4095
1584780057614,1244017,,4095,4095
1584780057614,1244237,,4095,4095
1584780058114,1244457,,4095,4095
1584780058114,1244677,,4095,4095
1584780058614,1244897,,4095,4095
1584780058614,1245117,,4095,4095
1584780058614,1245337,,4095,4095
1584780059115,1245557,,4095,4095
1584780059115,1245777,,4095,4095
1584780059614,1245997,,4095,4095
1584780059614,1246217,,4095,4095
1584780060114,1246437,,4095,4095
1584780060114,1246657,,4095,4095
1584780060114,1246877,,4095,4095
1584780060614,1247097,,4095,4095
1584780060614,1247317,,4095,4095
1584780061114,1247537,,4095,4095
1584780061114,1247757,,4095,4095
1584780061614,1247977,,4095,4095
1584780061614,1248197,,4095,4095
1584780062114,1248417,,4095,4095
1584780062114,1248637,,4095,4095
1584780062114,1248857,,4095,4095
1584780062615,1249077,,4095,4095
1584780062615,1249297,,4095,4095
1584780063115,1249517,,4095,4095
1584780063115,1249737,,4095,4095
1584780063616,1249957,,4095,4095
1584780063616,1250177,,4095,4095
