localTime,remoteTime,label,eda,eda_filtered
1584780023662,1167825,,4095,4095
1584780023662,1168045,,4095,4095
1584780024161,1168265,,4095,4095
1584780024161,1168485,,4095,4095
1584780024662,1168705,,4095,4095
1584780024662,1168925,,4095,4095
1584780025161,1169145,,4095,4095
1584780025161,1169365,,4095,4095
1584780025161,1169585,,4095,4095
1584780025661,1169805,,4095,4095
1584780025661,1170025,,4095,4095
1584780026161,1170245,,4095,4095
1584780026161,1170465,,4095,4095
1584780026661,1170685,,4095,4095
1584780026661,1170905,,4095,4095
1584780026661,1171125,,4095,4095
1584780027161,1171345,,4095,4095
1584780027161,1171565,,4095,4095
1584780027661,1171785,,4095,4095
1584780027661,1172005,,4095,4095
1584780028162,1172225,,4095,4095
1584780028162,1172445,,4095,4095
1584780028661,1172665,,4095,4095
1584780028661,1172885,,4095,4095
1584780028661,1173105,,4095,4095
1584780029162,1173325,,4095,4095
1584780029162,1173545,,4095,4095
1584780029661,1173765,,4095,4095
1584780029661,1173985,,4095,4095
1584780030161,1174205,,4095,4095
1584780030161,1174425,,4095,4095
1584780030661,1174645,,4095,4095
1584780030661,1174865,,4095,4095
1584780030661,1175085,,4095,4095
1584780031162,1175305,,4095,4095
1584780031162,1175525,,4095,4095
1584780031662,1175745,,4095,4095
1584780031662,1175965,,4095,4095
1584780032162,1176185,,4095,4095
1584780032162,1176405,,4095,4095
1584780032162,1176625,,4095,4095
1584780032662,1176845,,4095,4095
1584780032662,1177065,,4095,4095
1584780033162,1177285,,4095,4095
1584780033162,1177505,,4095,4095
1584780033661,1177725,,4095,4095
1584780033661,1177945,,4095,4095
1584780034162,1178165,,4095,4095
1584780034162,1178385,,4095,4095
1584780034162,1178605,,4095,4095
1584780034662,1178825,,4095,4095
1584780034662,1179045,,4095,4095
1584780035161,1179265,,4095,4095
1584780035161,1179485,,4095,4095
1584780035661,1179705,,4095,4095
1584780035661,1179925,,4095,4095
1584780036161,1180145,,4095,4095
1584780036161,1180365,,4095,4095
1584780036161,1180585,,4095,4095
1584780036661,1180805,,4095,4095
1584780036661,1181025,,4095,4095
1584780037161,1181245,,4095,4095
1584780037161,1181465,,4095,4095
1584780037662,1181685,,4095,4095
1584780037662,1181905,,4095,4095
1584780037662,1182125,,4095,4095
1584780038161,1182345,,4095,4095
1584780038161,1182565,,4095,4095
1584780038663,1182785,,4095,4095
1584780038663,1183005,,4095,4095
1584780039162,1183225,,4095,4095
1584780039162,1183445,,4095,4095
1584780039662,1183665,,4095,4095
1584780039662,1183885,,4095,4095
1584780039662,1184105,,4095,4095
1584780040162,1184325,,4095,4095
1584780040162,1184544,,4095,4095
1584780040661,1184764,,4095,4095
1584780040661,1184984,,4095,4095
1584780041160,1185204,,4095,4095
1584780041160,1185424,,4095,4095
1584780041661,1185644,,4095,4095
1584780041661,1185864,,4095,4095
1584780041661,1186084,,4095,4095
1584780042160,1186304,,4095,4095
1584780042160,1186524,,4095,4095
1584780042661,1186744,,4095,4095
1584780042661,1186964,,4095,4095
1584780043159,1187184,,4095,4095
1584780043159,1187403,,4095,4095
1584780043159,1187623,,4095,4095
1584780043659,1187843,,4095,4095
1584780043659,1188063,,4095,4095
1584780044160,1188283,,4095,4095
1584780044160,1188503,,4095,4095
1584780044659,1188723,,4095,4095
1584780044659,1188943,,4095,4095
1584780045159,1189163,,4095,4095
1584780045159,1189383,,4095,4095
1584780045159,1189603,,4095,4095
1584780045659,1189823,,4095,4095
1584780045659,1190043,,4095,4095
1584780046159,1190263,,4095,4095
1584780046159,1190483,,4095,4095
1584780046659,1190703,,4095,4095
1584780046659,1190923,,4095,4095
1584780047159,1191143,,4095,4095
1584780047159,1191363,,4095,4095
1584780047159,1191583,,4095,4095
1584780047661,1191803,,4095,4095
1584780047661,1192023,,4095,4095
1584780048158,1192243,,4095,4095
1584780048158,1192463,,4095,4095
1584780048659,1192683,,4095,4095
1584780048659,1192903,,4095,4095
1584780048659,1193123,,4095,4095
1584780049159,1193343,,4095,4095
1584780049159,1193563,,4095,4095
1584780049659,1193783,,4095,4095
1584780049659,1194003,,4095,4095
1584780050159,1194223,,4095,4095
1584780050159,1194443,,4095,4095
1584780050659,1194663,,4095,4095
1584780050659,1194883,,4095,4095
1584780050659,1195103,,4095,4095
1584780051159,1195323,,4095,4095
1584780051159,1195543,,4095,4095
1584780051659,1195763,,4095,4095
1584780051659,1195983,,4095,4095
1584780052159,1196203,,4095,4095
1584780052159,1196423,,4095,4095
1584780052659,1196643,,4095,4095
1584780052659,1196863,,4095,4095
1584780052659,1197083,,4095,4095
1584780053159,1197303,,4095,4095
1584780053159,1197523,,4095,4095
1584780053661,1197743,,4095,4095
1584780053661,1197963,,4095,4095
1584780054159,1198183,,4095,4095
1584780054159,1198403,,4095,4095
1584780054159,1198623,,4095,4095
1584780054668,1198843,,4095,4095
1584780054668,1199063,,4095,4095
1584780055178,1199283,,4095,4095
