localTime,remoteTime,label,ibi,bpm,signalOK
1584780051400,1140226,,490,122,1
1584780051901,1140726,,484,123,1
1584780052402,1141226,,492,122,1
1584780052900,1141726,,486,122,1
1584780053406,1142226,,496,122,1
1584780053901,1142726,,484,122,1
1584780054407,1143226,,500,122,1
1584780054917,1143726,,478,122,1
1584780055411,1144226,,494,122,1
1584780055901,1144726,,488,122,1
1584780056850,1145226,,488,122,1
1584780056922,1145726,,492,122,1
1584780057403,1146226,,488,122,1
1584780057903,1146726,,496,122,1
1584780058402,1147226,,484,122,1
1584780058903,1147726,,492,122,1
1584780059401,1148226,,492,122,1
1584780059902,1148726,,490,122,1
1584780060402,1149226,,488,122,1
1584780060902,1149726,,486,122,1
1584780061402,1150226,,488,122,1
1584780061902,1150726,,490,122,1
1584780062402,1151226,,498,122,1
1584780062901,1151726,,484,122,1
1584780063402,1152226,,492,122,1
1584780063903,1152726,,492,122,1
1584780064403,1153226,,488,122,1
1584780064902,1153726,,490,122,1
1584780065401,1154226,1,492,122,1
1584780065903,1154726,1,496,122,1
1584780066402,1155226,1,484,122,1
1584780066900,1155726,1,500,122,1
1584780067402,1156226,1,478,122,1
1584780067901,1156726,1,494,122,1
1584780068412,1157226,1,492,122,1
1584780068901,1157726,1,488,122,1
1584780069405,1158226,1,490,122,1
1584780069902,1158726,1,490,122,1
1584780070401,1159226,1,490,122,1
1584780070903,1159726,1,484,122,1
1584780071401,1160246,1,500,122,1
1584780071901,1160726,1,476,122,1
1584780072400,1161226,1,492,122,1
1584780072902,1161726,1,492,122,1
1584780073401,1162226,1,492,122,1
1584780073902,1162726,1,488,122,1
1584780074403,1163226,1,488,122,1
1584780074900,1163726,1,496,122,1
1584780075401,1164226,1,484,122,1
1584780075902,1164726,1,494,122,1
1584780076401,1165226,1,490,122,1
1584780076900,1165726,1,488,122,1
1584780077401,1166226,1,488,122,1
1584780077901,1166726,1,490,122,1
1584780078400,1167226,1,496,122,1
1584780078902,1167726,1,490,122,1
1584780079400,1168226,1,496,122,1
1584780079901,1168726,1,478,122,1
1584780080402,1169226,1,500,122,1
1584780080901,1169726,1,492,122,1
1584780081401,1170226,1,486,122,1
1584780081901,1170726,1,488,122,1
1584780082402,1171226,1,488,122,1
1584780082902,1171726,1,492,122,1
1584780083401,1172226,1,490,122,1
1584780083901,1172726,1,498,122,1
1584780084401,1173226,1,480,122,1
1584780084902,1173726,1,492,122,1
1584780085402,1174226,1,490,122,1
1584780085900,1174726,1,488,122,1
1584780086401,1175226,1,492,122,1
1584780086903,1175726,1,488,122,1
1584780087402,1176226,1,494,122,1
1584780087902,1176726,1,486,122,1
1584780088402,1177246,1,508,122,1
1584780088901,1177726,1,470,122,1
1584780089403,1178226,1,494,122,1
1584780089902,1178726,1,490,122,1
1584780090401,1179226,1,486,122,1
1584780090898,1179725,1,490,122,1
1584780091401,1180225,1,490,122,1
1584780091900,1180725,1,494,122,1
1584780092399,1181225,1,482,122,1
1584780092900,1181725,1,490,122,1
1584780093399,1182225,1,488,123,1
1584780093901,1182725,1,486,122,1
1584780094399,1183225,1,490,122,1
1584780094899,1183725,1,486,122,1
1584780095400,1184225,1,492,122,1
1584780095900,1184725,1,486,122,1
