localTime,remoteTime,label,ibi,bpm,signalOK
1584780049029,1094909,,760,82,1
1584780050030,1095709,,784,81,1
1584780050529,1096469,,742,81,1
1584780051532,1097209,,730,81,1
1584780052029,1098009,,776,81,1
1584780053029,1098809,,780,80,1
1584780053528,1099589,,758,79,1
1584780054533,1100309,,714,79,1
1584780055044,1101049,,718,80,1
1584780056029,1101769,,708,80,1
1584780056867,1102449,,662,81,1
1584780057029,1103129,,684,82,1
1584780058028,1103829,,664,83,1
1584780058529,1104529,,692,83,1
1584780059529,1105209,,670,85,1
1584780060029,1105909,,680,86,1
1584780061028,1106649,,732,86,1
1584780061528,1107409,,746,86,1
1584780062530,1108149,,712,86,1
1584780063028,1108889,1,734,86,1
1584780064028,1109689,1,784,84,1
1584780064529,1110509,1,798,83,1
1584780065530,1111249,1,722,82,1
1584780066028,1112009,1,744,81,1
1584780067029,1112769,1,740,81,1
1584780067528,1113469,1,700,80,1
1584780068529,1114169,1,686,81,1
1584780069029,1114889,1,698,82,1
1584780069529,1115629,1,730,81,1
1584780070529,1116389,1,736,81,1
1584780071030,1117129,1,720,82,1
1584780072029,1117829,1,688,83,1
1584780072529,1118569,1,728,83,1
1584780073528,1119349,1,764,83,1
1584780074028,1120089,1,722,83,1
1584780075029,1120869,1,756,83,1
1584780075528,1121629,1,742,82,1
1584780076528,1122409,1,758,81,1
1584780077529,1123189,1,770,81,1
1584780078029,1123909,1,700,81,1
1584780078529,1124589,1,680,82,1
1584780079028,1125029,1,426,85,0
1584780079529,1125289,1,256,91,0
1584780080029,1125669,1,362,97,0
1584780080029,1126009,1,344,103,0
1584780080529,1126429,1,412,110,0
1584780081029,1126789,1,332,119,1
1584780081530,1127549,1,750,119,0
1584780082529,1128349,1,784,119,0
1584780083030,1129089,1,736,118,0
1584780084028,1129909,1,792,115,0
1584780085028,1130729,1,808,107,1
1584780085529,1131529,1,774,98,1
1584780086529,1132249,1,714,93,1
1584780087030,1133029,1,766,87,1
1584780088029,1133849,1,802,82,1
1584780088529,1134569,1,694,78,1
1584780089528,1135309,1,722,79,1
1584780090028,1136089,1,768,79,1
1584780091528,1137609,1,1504,71,0
1584780093029,1138689,1,1050,69,1
1584780094029,1139829,1,1120,67,1
1584780094533,1140609,1,752,67,0
1584780095528,1141349,1,722,67,0
1584780096029,1142089,1,742,67,0
1584780097029,1142849,1,744,68,0
1584780098029,1143669,1,790,67,1
1584780098532,1144429,1,750,67,1
1584780099529,1145229,1,776,67,1
1584780101529,1147469,1,2196,62,0
1584780103029,1149049,1,1542,59,0
1584780104529,1150469,1,1382,57,1
1584780105529,1151309,1,830,57,0
1584780106029,1151949,1,612,57,0
1584780107030,1152649,1,688,58,0
1584780107529,1153389,1,718,58,0
1584780108528,1154149,1,758,58,0
1584780110029,1155649,1,1470,54,0
1584780110529,1156549,1,884,54,0
1584780111528,1157249,1,668,62,0
1584780112029,1158089,1,816,68,0
1584780113029,1158849,1,748,73,0
1584780114029,1159649,1,778,73,0
1584780114529,1160469,1,810,72,1
1584780115531,1161229,1,748,71,1
1584780116029,1161969,1,720,71,1
1584780117030,1162769,1,778,71,1
1584780117529,1163569,1,776,77,1
1584780118530,1164309,1,728,79,1
1584780119030,1165089,1,762,78,1
1584780120028,1165969,1,850,78,1
1584780122528,1168289,1,2274,65,0
1584780124029,1169909,1,1588,59,0
1584780125529,1171409,1,1464,56,1
1584780126529,1172309,1,878,55,0
1584780127029,1173009,1,686,55,0
1584780128029,1173729,1,696,56,0
1584780128528,1174489,1,732,56,0
1584780129529,1175249,1,758,56,0
1584780130028,1176029,1,756,56,1
1584780131029,1176749,1,712,56,1
1584780131529,1177529,1,758,66,1
1584780132533,1178389,1,826,72,1
1584780133529,1179189,1,782,79,1
1584780134030,1179969,1,776,80,1
1584780135029,1180809,1,818,78,1
1584780136030,1181649,1,826,77,1
1584780136530,1182429,1,758,77,1
1584780137528,1183249,1,794,76,1
1584780138029,1184029,1,768,76,1
1584780139028,1184809,1,766,76,1
1584780139530,1185569,1,732,76,1
1584780140529,1186389,1,792,76,1
1584780141529,1187189,1,794,76,1
1584780142030,1187989,1,774,76,1
1584780143030,1188749,1,744,77,1
1584780143529,1189549,1,788,77,1
1584780144530,1190369,1,796,77,1
1584780145030,1191129,1,756,77,1
1584780146031,1191869,1,712,78,1
1584780146529,1192309,1,428,82,0
1584780147029,1192669,1,350,86,0
1584780147029,1192929,1,264,93,0
1584780148029,1193669,1,708,94,0
1584780148529,1194189,1,512,99,0
1584780149029,1194989,1,782,98,0
1584780150029,1195869,1,854,97,0
1584780150529,1196489,1,620,100,0
1584780151529,1197289,1,770,100,1
1584780152029,1197969,1,674,100,1
1584780153030,1198689,1,696,96,1
1584780153529,1199449,1,748,90,1
1584780154529,1200169,1,714,84,1
1584780155029,1200909,1,716,84,1
1584780156030,1201669,1,734,82,1
1584780156529,1202429,1,736,82,1
1584780157030,1203129,1,686,84,1
1584780158028,1203849,1,700,83,1
1584780158529,1204589,1,728,84,1
1584780159528,1205349,1,754,83,1
1584780160030,1206049,1,680,83,1
1584780161029,1206789,1,716,83,1
1584780161529,1207529,1,736,83,1
1584780162534,1208289,1,736,83,1
1584780163029,1209049,1,742,83,1
1584780164029,1209749,1,674,83,1
1584780164530,1210489,1,726,83,1
1584780165530,1211209,1,708,83,1
1584780166032,1211909,1,688,83,1
1584780166529,1212629,1,702,84,1
1584780167530,1213389,1,730,83,1
1584780168029,1214069,1,680,84,1
1584780169029,1214769,1,668,85,1
1584780169529,1215469,1,694,85,1
1584780170529,1216169,1,692,86,1
1584780171032,1216869,1,666,86,1
1584780171530,1217549,1,672,86,1
1584780172530,1218209,1,638,87,1
1584780173030,1218869,1,660,88,1
1584780173529,1219569,1,682,88,1
1584780174528,1220289,1,706,88,1
1584780175029,1220989,1,688,88,1
1584780176029,1221709,1,692,88,1
1584780176528,1222449,1,734,87,1
1584780177529,1223229,1,750,87,1
1584780178029,1223989,1,760,85,1
1584780179029,1224669,1,662,86,1
1584780179530,1225429,1,734,84,1
1584780180529,1226189,1,748,83,1
1584780181029,1226929,1,718,83,1
1584780182030,1227649,1,706,83,1
1584780182530,1228389,1,734,82,1
1584780183529,1229169,1,764,82,1
1584780184029,1229969,1,784,81,1
1584780185029,1230729,1,736,81,1
1584780185529,1231489,1,752,81,1
1584780186530,1232269,1,766,80,1
1584780187029,1233049,1,772,80,1
1584780188030,1233789,1,726,80,1
1584780188529,1234549,1,730,80,1
1584780189529,1235309,1,752,79,1
1584780190029,1236109,1,770,79,1
1584780191030,1236849,1,734,79,1
1584780191529,1237609,1,740,80,1
1584780192529,1238369,1,760,80,1
1584780193528,1239169,1,772,79,1
1584780194030,1239909,1,718,80,1
1584780195029,1240669,1,752,80,1
1584780195530,1241449,1,760,80,1
1584780196529,1242229,1,774,79,1
1584780197029,1242969,1,728,80,1
1584780198029,1243709,1,716,80,1
1584780198529,1244469,1,746,80,1
1584780199529,1245249,1,756,80,1
1584780200029,1245989,1,728,80,1
1584780201029,1246709,1,712,81,1
1584780201529,1247489,1,760,80,1
1584780202528,1248269,1,772,80,1
1584780203029,1249069,1,776,80,1
1584780204030,1249829,1,746,80,1
1584780204529,1250629,1,782,80,1
1584780205529,1251449,1,798,79,1
1584780206529,1252229,1,770,78,1
1584780207030,1252969,1,726,79,1
1584780208030,1253749,1,748,79,1
1584780208529,1254529,1,768,78,1
1584780209529,1255289,1,754,78,1
1584780210029,1256009,1,702,79,1
1584780211042,1256769,1,732,79,1
1584780211530,1257529,1,746,79,1
1584780212530,1258289,1,744,80,1
1584780213030,1259009,1,718,81,1
1584780214030,1259769,1,724,81,1
1584780214529,1260529,1,754,81,1
1584780215534,1261289,1,748,81,1
1584780217030,1262789,1,1458,74,0
1584780218029,1263669,1,874,73,0
1584780218529,1264329,1,632,73,0
1584780219030,1265049,1,704,74,0
1584780220029,1265789,1,724,74,0
1584780220530,1266529,1,736,74,0
1584780221530,1267249,1,698,74,1
1584780222029,1267949,1,674,75,1
1584780223028,1268649,1,694,75,1
1584780223529,1269369,1,706,75,1
1584780224030,1270069,1,694,84,1
1584780225030,1270769,1,674,86,1
1584780225529,1271489,1,706,85,1
1584780226532,1272249,1,732,85,1
1584780227029,1272969,1,712,85,1
1584780228030,1273689,1,706,85,1
1584780228530,1274449,1,738,85,1
1584780229529,1275229,1,760,84,1
1584780230029,1275969,1,740,83,1
1584780231030,1276689,1,700,83,1
1584780231529,1277449,1,738,83,1
1584780232534,1278249,1,776,82,1
1584780233029,1278929,1,668,82,1
1584780233530,1279629,1,688,83,1
1584780234528,1280368,1,728,82,1
1584780235528,1281348,1,964,80,0
1584780236029,1281948,1,578,81,0
1584780236528,1282548,1,592,83,0
1584780237529,1283308,1,748,83,0
1584780238029,1284108,1,772,82,1
1584780239029,1284888,1,774,82,1
1584780239528,1285628,1,726,82,1
1584780240529,1286408,1,756,81,1
1584780241528,1287148,1,732,81,1
1584780242029,1287888,1,718,81,1
1584780242529,1288608,1,714,84,1
1584780243531,1289388,1,762,82,1
1584780244529,1290148,1,754,80,1
1584780245031,1290908,1,730,80,1
1584780245529,1291628,1,708,81,1
1584780246528,1292368,1,734,81,1
1584780247029,1293128,1,738,81,1
1584780248029,1293828,1,694,82,1
1584780248528,1294568,1,730,82,1
1584780249529,1295308,1,720,82,1
1584780250038,1296048,1,716,82,1
1584780251028,1296688,1,628,83,1
1584780251528,1297348,1,644,85,1
1584780252030,1298028,1,676,85,1
1584780256029,1301868,1,760,78,0
1584780256528,1302608,1,744,79,0
1584780257529,1303368,1,736,79,1
1584780258029,1304108,1,720,79,1
1584780259029,1304908,1,790,79,1
1584780260028,1305688,1,762,79,1
1584780260529,1306468,1,770,79,1
1584780261528,1307208,1,718,79,1
1584780262028,1307948,1,730,80,1
1584780263029,1308708,1,736,80,1
1584780263528,1309488,1,766,80,1
1584780264529,1310248,1,744,80,1
1584780265034,1310988,1,736,80,1
1584780266029,1311768,1,764,79,1
1584780266528,1312568,1,774,80,1
1584780267528,1313348,1,754,80,1
1584780268028,1314088,1,728,80,1
1584780269029,1314808,1,706,80,1
1584780269528,1315488,1,666,81,1
1584780270530,1316148,1,654,82,1
1584780271029,1316808,1,648,83,1
1584780271528,1317488,1,664,84,1
1584780272529,1318188,1,686,85,1
1584780273028,1318868,1,656,86,1
1584780273535,1319548,1,676,87,1
1584780274528,1320288,1,712,88,1
1584780275028,1321048,1,742,88,1
1584780276029,1321848,1,786,87,1
1584780276529,1322608,1,738,86,1
1584780277529,1323368,1,734,85,1
1584780278529,1324148,1,770,83,1
1584780279028,1324948,1,784,82,1
1584780280028,1325748,1,782,81,1
1584780280529,1326488,1,736,80,1
1584780281529,1327288,1,766,79,1
1584780282034,1328088,1,778,78,1
1584780283036,1328868,1,768,78,1
1584780283529,1329588,1,712,79,1
1584780284528,1330348,1,740,79,1
1584780285029,1331108,1,748,79,1
1584780286030,1331828,1,710,79,1
1584780286530,1332548,1,700,80,1
1584780287529,1333288,1,730,81,1
1584780288028,1334048,1,746,81,1
1584780289028,1334788,1,718,81,1
1584780289528,1335508,1,702,82,1
1584780290532,1336268,1,732,82,1
1584780291029,1337028,1,750,82,1
1584780292030,1337728,1,696,82,1
1584780292529,1338468,1,714,83,1
1584780293529,1339208,1,722,83,1
1584780294028,1339948,1,736,82,1
1584780295029,1340668,1,698,83,1
1584780295529,1341388,1,704,83,1
1584780296028,1342128,1,728,83,1
1584780297028,1342888,1,732,83,1
1584780297528,1343588,1,692,83,1
1584780298529,1344308,1,704,84,1
1584780299032,1345048,1,722,83,1
1584780300029,1345788,1,722,83,1
1584780300529,1346528,1,730,83,1
1584780301529,1347228,1,682,84,1
1584780302029,1347948,1,710,84,1
1584780303029,1348688,1,718,84,1
1584780303533,1349408,1,712,84,1
1584780304028,1350108,1,690,84,1
1584780305028,1350848,1,714,84,1
1584780305529,1351588,1,734,84,1
1584780306528,1352348,1,738,83,1
1584780307028,1353048,1,700,84,1
1584780308028,1353788,1,718,84,1
1584780308529,1354528,1,724,83,1
1584780309529,1355248,1,716,83,1
1584780310029,1355948,1,678,84,1
1584780311029,1356648,1,688,84,1
1584780311528,1357368,1,702,84,1
1584780312028,1358088,1,720,84,1
1584780313029,1358788,1,674,85,1
1584780313528,1359488,1,696,85,1
1584780314530,1360228,1,714,85,1
1584780315029,1360988,1,750,84,1
1584780316030,1361748,1,738,84,1
1584780316536,1362468,1,702,84,1
1584780317528,1363188,1,718,84,1
1584780318028,1363948,1,744,83,1
1584780319029,1364708,1,736,83,1
1584780319529,1365428,1,708,83,1
1584780320531,1366168,1,726,82,1
1584780321029,1366908,1,736,82,1
1584780322028,1367648,1,722,82,1
1584780322528,1368347,1,686,83,1
1584780323031,1369067,1,694,83,1
1584780324028,1369787,1,704,83,1
1584780324544,1370487,1,700,83,1
1584780325528,1371187,1,684,84,1
1584780326027,1371927,1,722,84,1
1584780327028,1372687,1,738,84,1
1584780327528,1373447,1,744,84,1
1584780328527,1374167,1,698,84,1
1584780329035,1374907,1,722,84,1
1584780330028,1375667,1,742,84,1
1584780330528,1376407,1,728,83,1
1584780331028,1377107,1,698,83,1
1584780332028,1377847,1,710,83,1
1584780332528,1378587,1,726,83,1
1584780333528,1379327,1,728,82,1
1584780334027,1380027,1,694,83,1
1584780335027,1380767,1,710,83,1
1584780335528,1381527,1,736,83,1
1584780336527,1382267,1,736,83,1
1584780337027,1382987,1,704,83,1
1584780338027,1383747,1,728,83,1
1584780338528,1384507,1,764,82,1
1584780339528,1385307,1,780,82,1
1584780340027,1386087,1,746,81,1
1584780341028,1386847,1,754,81,1
1584780342028,1387647,1,780,80,1
1584780342527,1388427,1,772,80,1
1584780343527,1389167,1,726,80,1
1584780344028,1389927,1,728,80,1
1584780345028,1390667,1,736,79,1
1584780345528,1391407,1,726,79,1
1584780346028,1392127,1,692,80,1
1584780347028,1392847,1,704,81,1
1584780347528,1393587,1,736,81,1
1584780348528,1394367,1,748,81,1
1584780349028,1395087,1,716,82,1
1584780350033,1395867,1,756,82,1
1584780351027,1396687,1,794,81,1
1584780351606,1397507,1,808,80,1
1584780352528,1398287,1,756,80,1
1584780355108,1399907,1,786,79,1
1584780355752,1401247,1,688,81,0
1584780359755,1405007,1,438,136,0
1584780359757,1405427,1,410,137,0
1584780362527,1408547,1,1488,101,0
1584780364027,1409787,1,1218,89,0
1584780364528,1410527,1,730,85,0
1584780365028,1411067,1,528,84,0
1584780366027,1411747,1,648,82,0
1584780366527,1412467,1,706,79,0
1584780368528,1414567,1,2052,65,0
1584780370027,1415927,1,1340,59,0
1584780371028,1416767,1,806,59,0
1584780371528,1417427,1,652,59,0
1584780372527,1418206,1,766,63,0
1584780373027,1419006,1,788,66,0
1584780374027,1419826,1,794,66,0
1584780374527,1420626,1,784,64,1
1584780375528,1421346,1,706,63,1
1584780376028,1422086,1,734,63,1
1584780377027,1422866,1,756,73,1
1584780377527,1423606,1,734,79,1
1584780378527,1424346,1,712,80,1
1584780379026,1425106,1,762,79,1
1584780380028,1425926,1,792,79,1
1584780381027,1426726,1,786,79,1
1584780381527,1427486,1,754,79,1
1584780382527,1428306,1,788,79,1
1584780383027,1429126,1,802,78,1
1584780384026,1429926,1,796,78,1
1584780385027,1430686,1,742,78,1
1584780385533,1431446,1,754,78,1
1584780386527,1432226,1,754,77,1
1584780387028,1433006,1,758,77,1
1584780388027,1433726,1,706,78,1
1584780388529,1434466,1,736,79,1
1584780389527,1435246,1,750,79,1
1584780390027,1436006,1,764,79,1
1584780391027,1436746,1,720,80,1
1584780391527,1437465,1,706,81,1
1584780392526,1438245,1,748,81,1
1584780393026,1439045,1,796,80,1
1584780394027,1439885,1,804,80,1
1584780395026,1440665,1,760,80,1
1584780395526,1441445,1,758,79,1
1584780396526,1442245,1,784,79,1
1584780397025,1443065,1,800,78,1
1584780398027,1443885,1,812,78,1
1584780399026,1444685,1,786,77,1
1584780399527,1445465,1,748,77,1
1584780400527,1446225,1,754,76,1
1584780401026,1447025,1,788,77,1
1584780402026,1447845,1,800,77,1
1584780403028,1448665,1,792,76,1
1584780403527,1449445,1,754,76,1
1584780404527,1450225,1,760,77,1
1584780405028,1451045,1,812,76,1
1584780406027,1451865,1,792,77,1
1584780406527,1452625,1,750,77,1
1584780407535,1453345,1,710,77,1
1584780408033,1454085,1,728,78,1
1584780409027,1454865,1,744,78,1
1584780410028,1455645,1,770,78,1
1584780410526,1456405,1,732,79,1
1584780411527,1457145,1,734,79,1
1584780412026,1457925,1,754,79,1
1584780413026,1458725,1,772,80,1
1584780413527,1459465,1,736,80,1
1584780414526,1460205,1,714,81,1
1584780415027,1460965,1,754,80,1
1584780416026,1461765,1,768,80,1
1584780416526,1462545,1,778,79,1
1584780417526,1463305,1,736,80,1
1584780418026,1464065,1,742,80,1
1584780419026,1464865,1,768,79,1
1584780420028,1465645,1,772,79,1
1584780420526,1466385,1,722,80,1
1584780421027,1467125,1,730,80,1
1584780422027,1467905,1,756,79,1
1584780423026,1468685,1,766,79,1
1584780423527,1469445,1,734,80,1
1584780424526,1470165,1,708,80,1
1584780425026,1470905,1,732,80,1
1584780426026,1471685,1,760,80,1
1584780426527,1472485,1,780,80,1
1584780427526,1473245,1,736,80,1
1584780428025,1473985,1,742,80,1
1584780429026,1474785,1,778,80,1
1584780429526,1475605,1,800,79,1
1584780430526,1476385,1,752,79,1
1584780431526,1477145,1,752,79,1
1584780432026,1477945,1,780,78,1
1584780433026,1478725,1,770,78,1
1584780433528,1479505,1,750,78,1
1584780434526,1480245,1,720,79,1
1584780435027,1481005,1,760,78,1
1584780436031,1481805,1,780,78,1
1584780436527,1482545,1,730,79,1
1584780437528,1483285,1,720,79,1
1584780438026,1484065,1,762,79,1
1584780439028,1484865,1,782,79,1
1584780440026,1485665,1,778,79,1
1584780440527,1486425,1,738,79,1
1584780441526,1487165,1,728,80,1
1584780442026,1487925,1,742,79,1
1584780443044,1488705,1,766,79,1
1584780443526,1489485,1,758,80,1
1584780444527,1490205,1,714,80,1
1584780445027,1490965,1,750,79,1
1584780446034,1491765,1,776,79,1
1584780446527,1492585,1,796,79,1
1584780447528,1493345,1,756,79,1
1584780448027,1494085,1,730,79,1
1584780449026,1494865,1,756,79,1
1584780450026,1495665,1,774,79,1
1584780450528,1496425,1,758,79,1
1584780451527,1497165,1,728,79,1
1584780452026,1497925,1,736,79,1
1584780453027,1498705,1,756,79,1
1584780453527,1499505,1,784,79,1
1584780454526,1500265,1,752,79,1
1584780455026,1500985,1,708,80,1
1584780456026,1501745,1,740,80,1
1584780456527,1502545,1,770,80,1
1584780457526,1503345,1,786,79,1
1584780458026,1504085,1,730,80,1
1584780459026,1504825,1,724,80,1
1584780459526,1505605,1,756,80,1
1584780460527,1506385,1,772,79,1
1584780461527,1507185,1,788,79,1
1584780462027,1507965,1,756,79,1
1584780463026,1508745,1,758,79,1
1584780463527,1509545,1,786,78,1
1584780464526,1510365,1,790,78,1
1584780465533,1511145,1,768,78,1
1584780466025,1511885,1,726,78,1
