localTime,remoteTime,label,eda,eda_filtered
1584780022742,958036,,4093,4090.61
1584780022742,958256,,4095,4092.5
1584780023233,958476,,4095,4093.58
1584780023233,958696,,4095,4094.19
1584780023733,958916,,4095,4094.54
1584780023733,959136,,4095,4094.74
1584780023733,959356,,4095,4094.85
1584780024232,959576,,4095,4094.92
1584780024232,959796,,4095,4094.95
1584780024732,960016,,4095,4094.97
1584780024732,960236,,4095,4094.98
1584780025234,960456,,4095,4094.91
1584780025234,960676,,4087,4090.67
1584780025732,960896,,4095,4089.55
1584780025732,961116,,4095,4091.9
1584780025732,961336,,4095,4093.24
1584780026232,961556,,4095,4094
1584780026232,961776,,4095,4094.43
1584780026732,961996,,4095,4094.68
1584780026732,962216,,4095,4094.82
1584780027232,962436,,4095,4094.89
1584780027232,962656,,4095,4094.94
1584780027232,962876,,4095,4094.97
1584780027732,963096,,4095,4094.98
1584780027732,963316,,4095,4094.99
1584780028233,963536,,4095,4094.99
1584780028233,963756,,4095,4095
1584780028731,963976,,4095,4095
1584780028731,964196,,4095,4095
1584780029232,964416,,4095,4095
1584780029232,964636,,4095,4095
1584780029232,964856,,4095,4095
1584780029733,965076,,4095,4095
1584780029733,965296,,4095,4095
1584780030233,965516,,4095,4095
1584780030233,965736,,4095,4095
1584780030733,965956,,4095,4095
1584780030733,966176,,4095,4095
1584780031233,966396,,4095,4095
1584780031233,966616,,4095,4095
1584780031233,966836,,4095,4095
1584780031734,967056,,4095,4095
1584780031734,967276,,4095,4095
1584780032233,967496,,4095,4095
1584780032233,967716,,4095,4095
1584780032733,967936,,4095,4095
1584780032733,968156,,4095,4095
1584780032733,968376,,4095,4095
1584780033232,968596,,4095,4095
1584780033232,968816,,4095,4095
1584780033732,969036,,4095,4095
1584780033732,969256,,4095,4095
1584780034232,969476,,4095,4095
1584780034232,969696,,4095,4095
1584780034734,969916,,4095,4095
1584780034734,970136,,4095,4095
1584780034734,970356,,4095,4095
1584780035233,970576,,4095,4095
1584780035233,970796,,4095,4095
1584780035733,971016,,4095,4095
1584780035733,971236,,4095,4095
1584780036233,971456,,4095,4095
1584780036233,971676,,4095,4095
1584780036733,971896,,4095,4095
1584780036733,972116,,4095,4095
1584780036733,972336,,4095,4095
1584780037234,972556,,4095,4095
1584780037234,972776,,4095,4095
1584780037732,972996,,4095,4095
1584780037732,973216,,4095,4095
1584780038232,973436,,4095,4095
1584780038232,973656,,4095,4095
1584780038232,973876,,4095,4095
1584780038733,974096,,4095,4095
1584780038733,974316,,4095,4095
1584780039232,974536,,4095,4095
1584780039232,974756,,4095,4095
1584780039732,974976,,4095,4095
1584780039732,975196,,4095,4095
1584780040232,975416,,4095,4095
1584780040232,975636,,4095,4095
1584780040232,975856,,4095,4095
1584780040732,976076,,4095,4095
1584780040732,976296,,4095,4095
1584780041233,976516,,4095,4095
1584780041233,976736,,4095,4095
1584780041732,976956,,4095,4095
1584780041732,977176,,4095,4095
1584780042235,977396,,4095,4095
1584780042235,977616,,4095,4095
1584780042235,977836,,4095,4095
1584780042734,978056,,4095,4095
1584780042734,978276,,4095,4095
1584780043235,978496,,4095,4095
1584780043235,978716,,4095,4095
1584780043733,978936,,4095,4095
1584780043733,979156,,4095,4094.68
1584780043733,979376,,4095,4094.43
1584780044234,979596,,4095,4094.53
1584780044234,979816,,4095,4094.73
1584780044734,980036,,4095,4094.85
1584780044734,980256,,4095,4094.91
1584780045233,980476,,4095,4094.95
1584780045233,980696,,4095,4094.97
1584780045733,980916,,4082,4093.94
1584780045733,981136,,4095,4094.39
1584780045733,981356,,4095,4094.66
1584780046233,981576,,4095,4094.8
1584780046233,981796,,4095,4094.89
1584780046733,982016,,4095,4094.94
1584780046733,982236,,4095,4094.96
1584780047234,982456,,4095,4094.98
1584780047234,982676,,4095,4094.99
1584780047734,982896,,4095,4094.99
1584780047734,983116,,4095,4095
1584780047734,983336,,4095,4095
1584780048234,983556,,4095,4095
1584780048234,983776,,4095,4095
1584780048733,983996,,4095,4095
1584780048733,984216,,4095,4095
1584780049234,984436,,4095,4095
1584780049234,984656,,4095,4095
1584780049234,984876,,4095,4095
1584780049734,985096,,4095,4095
1584780049734,985316,,4095,4095
1584780050232,985536,,4095,4095
1584780050232,985756,,4095,4095
1584780050734,985976,,4095,4095
1584780050734,986196,,4095,4095
1584780051235,986416,,4095,4095
1584780051235,986636,,4095,4095
1584780051235,986856,,4095,4095
1584780051733,987076,,4095,4095
1584780051733,987295,,4095,4095
1584780052231,987515,,4095,4095
1584780052231,987735,,4095,4095
1584780052747,987955,,4095,4095
1584780052747,988175,,4095,4095
1584780053231,988395,,4095,4095
1584780053231,988615,,4095,4095
1584780053231,988835,,4095,4095
1584780053734,989055,,4095,4095
1584780053734,989275,,4095,4095
1584780054232,989495,,4095,4095
1584780054232,989715,,4095,4095
1584780054732,989935,,4095,4095
1584780054732,990155,,4095,4095
1584780054732,990375,,4095,4095
1584780055231,990595,,4095,4095
1584780055231,990815,,4095,4095
1584780055747,991035,,4095,4095
1584780055747,991255,,4095,4095
1584780056234,991475,,4095,4095
1584780056234,991695,,4095,4095
1584780056898,991915,,4091,4094.7
1584780056898,992135,,4095,4094.83
1584780056898,992355,,4095,4094.9
1584780057239,992575,,4095,4094.95
1584780057239,992795,,4095,4094.97
1584780057731,993015,,4095,4094.98
1584780057731,993235,,4095,4094.99
1584780058231,993455,,4095,4094.95
1584780058231,993675,,4095,4094.97
1584780058730,993895,,4091,4094.78
1584780058730,994115,,4095,4094.88
1584780058730,994335,,4095,4094.93
1584780059231,994555,,4095,4094.96
1584780059231,994775,,4095,4094.88
1584780059731,994995,,4095,4094.74
1584780059731,995215,,4095,4094.7
1584780060234,995435,,4095,4094.83
1584780060234,995655,,4095,4094.9
1584780060234,995875,,4095,4094.94
1584780060731,996095,,4095,4094.7
1584780060731,996315,,4095,4094.83
1584780061232,996535,,4081,4089.36
1584780061232,996755,,4095,4086.89
1584780061731,996975,,4095,4090.39
1584780061731,997195,,4095,4092.38
1584780062231,997415,,4090,4093.07
1584780062231,997635,,4095,4093.9
1584780062231,997855,,4095,4094.37
1584780062731,998075,,4095,4094.64
1584780062731,998295,,4095,4094.75
