localTime,remoteTime,label,eda,eda_filtered
1584780023208,1081994,,4095,4095
1584780023208,1082214,,4095,4095
1584780023707,1082434,,4095,4095
1584780023707,1082654,,4095,4095
1584780023707,1082874,,4095,4095
1584780024207,1083094,,4095,4095
1584780024207,1083314,,4095,4095
1584780024707,1083534,,4095,4095
1584780024707,1083754,,4095,4095
1584780025208,1083974,,4095,4095
1584780025208,1084194,,4095,4095
1584780025708,1084414,,4095,4095
1584780025708,1084634,,4095,4095
1584780025708,1084854,,4095,4095
1584780026208,1085074,,4095,4095
1584780026208,1085294,,4095,4095
1584780026708,1085514,,4095,4095
1584780026708,1085734,,4095,4095
1584780027208,1085954,,4095,4095
1584780027208,1086174,,4095,4095
1584780027708,1086394,,4095,4095
1584780027708,1086614,,4095,4095
1584780027708,1086834,,4095,4095
1584780028208,1087054,,4095,4095
1584780028208,1087274,,4095,4095
1584780028710,1087494,,4095,4095
1584780028710,1087714,,4095,4095
1584780029210,1087934,,4095,4095
1584780029210,1088154,,4095,4095
1584780029210,1088374,,4095,4095
1584780029708,1088594,,4095,4095
1584780029708,1088814,,4095,4095
1584780030208,1089034,,4095,4095
1584780030208,1089254,,4095,4095
1584780030708,1089474,,4095,4095
1584780030708,1089694,,4095,4095
1584780031208,1089914,,4095,4095
1584780031208,1090134,,4095,4095
1584780031208,1090354,,4095,4095
1584780031713,1090574,,4095,4095
1584780031713,1090794,,4095,4095
1584780032209,1091014,,4095,4095
1584780032209,1091234,,4095,4095
1584780032708,1091454,,4095,4095
1584780032708,1091674,,4095,4095
1584780033208,1091894,,4095,4095
1584780033208,1092114,,4095,4095
1584780033208,1092334,,4095,4095
1584780033708,1092554,,4095,4095
1584780033708,1092774,,4095,4095
1584780034212,1092994,,4095,4095
1584780034212,1093214,,4095,4095
1584780034710,1093434,,4095,4095
1584780034710,1093654,,4095,4095
1584780034710,1093874,,4095,4095
1584780035208,1094094,,4095,4095
1584780035208,1094314,,4095,4095
1584780035712,1094534,,4095,4095
1584780035712,1094754,,4095,4095
1584780036209,1094974,,4095,4095
1584780036209,1095194,,4095,4095
1584780036708,1095414,,4095,4095
1584780036708,1095634,,4095,4095
1584780036708,1095854,,4095,4095
1584780037209,1096074,,4095,4095
1584780037209,1096294,,4095,4095
1584780037708,1096514,,4095,4095
1584780037708,1096734,,4095,4095
1584780038208,1096954,,4095,4095
1584780038208,1097174,,4095,4095
1584780038708,1097394,,4095,4095
1584780038708,1097614,,4095,4095
1584780038708,1097834,,4095,4095
1584780039208,1098054,,4095,4095
1584780039208,1098274,,4095,4095
1584780039708,1098494,,4095,4095
1584780039708,1098714,,4095,4095
1584780040209,1098934,,4095,4095
1584780040209,1099154,,4095,4095
1584780040209,1099374,,4095,4095
1584780040708,1099594,,4095,4095
1584780040708,1099814,,4095,4095
1584780041209,1100034,,4095,4095
1584780041209,1100254,,4095,4095
1584780041708,1100474,,4095,4095
1584780041708,1100694,,4095,4095
1584780042208,1100914,,4095,4095
1584780042208,1101134,,4095,4095
1584780042208,1101354,,4095,4095
1584780042711,1101574,,4095,4095
1584780042711,1101794,,4095,4095
1584780043208,1102014,,4095,4095
1584780043208,1102234,,4095,4095
1584780043708,1102454,,4095,4095
